country,pm1998,pm1999,pm2000,pm2001,pm2002,pm2003,pm2004,pm2005,pm2006,pm2007,pm2008,pm2009,pm2010,pm2011,pm2012,pm2013,pm2014,pm2015,pm2016,pm2017,pm2018,pm2019,pm2020,pm2021
Belgium,15.338213876422074,14.271726706197319,13.08281866229393,12.846403297550863,12.906094501718945,14.80430833739068,13.059978291958302,12.716603868140414,13.821056581412162,15.95387208980015,15.34393865122342,16.404367506873434,16.19306577315903,15.486017762900133,13.615455209654092,14.549556066726973,11.680464750750167,11.240045147972525,11.171558785113735,10.761833136727127,11.024620479843655,9.562903447605471,8.421819137289994,10.12128236287407
Belize,15.091024361954913,11.784486741287022,11.339229855326836,11.91311134547582,11.48244086567823,14.444040584440573,10.645699142430448,14.956246734717967,12.11719804160059,11.821075887977091,10.693495019322258,10.599267165504253,11.934737828003676,13.142318901941465,9.68675516928146,11.83938435641227,10.418165386214222,10.206144452484695,9.419254899847576,10.42352796723684,9.401284404140558,10.432136405392784,12.941521736899096,10.413406542367836
Benin,15.474708905619998,15.089767016175925,16.524436475361213,17.11500311514371,16.836297225913867,18.292861356105558,19.294260007799345,19.47723521071305,17.61619345181802,18.54322749076097,19.310729040046866,18.297173495388602,18.350704574624885,17.463096556800135,16.512789192940875,15.73521330052998,15.700876645355933,16.012534168467543,17.56431738429469,17.61000316372956,17.095979056411636,16.303281004493176,16.97404244565033,17.419936106975037
Bermuda,5.168403131056201,4.3627866097383725,5.094888717296512,4.6492223837209306,4.454311107073643,4.349667514534884,4.514624364098837,4.7800598049903105,4.23348625242248,4.794730347625968,4.055638626453488,3.4442225351259688,3.78339238129845,3.7893521378391473,3.8057636870155043,3.4405146257267445,3.7261066194282946,3.5047653221899226,3.0718006601259686,3.1198923510174414,2.9845242853682166,3.0781742066375974,3.233919876453488,3.288322129360465
Bhutan,19.30357563095223,19.62190734653403,24.371470122479135,27.457973926428625,26.00818987003998,27.046576352240248,26.75169149614245,28.036818117729588,28.727046809145325,27.303278795880153,28.10338526451694,32.43491106250736,26.975328745366685,28.178663088580926,30.84322766483296,27.519612427128358,30.39387160374137,30.076353883244558,28.34310843673931,28.23270618175293,30.398789750951714,28.5465860704019,30.26204816665832,30.592074279848102
Bolivia,22.874795960462517,24.532406886123383,22.629178339713796,24.300190977704105,26.458750769299847,26.42672513359689,30.00427340208651,28.59588774587512,25.891234325608597,31.425332292037744,25.716584152197765,24.338724748532393,32.238802480026266,27.042070039728486,25.12125172239401,23.544453530292238,24.850604975614992,25.56191307577156,25.636261943866472,26.236552613136293,24.534037726115905,26.114935542090958,27.505956382261214,25.19020637518157
"Bonaire, Sint Eustatius and Saba",3.445376244193762,4.335262994912631,3.2616403450564038,3.4267113470471133,2.9317562486175626,3.812844503428445,3.598581287325813,4.325223623092238,3.830348153063481,3.8620486618004866,4.076474231364743,3.5920818403008177,6.32036894492369,4.006628179606282,3.9732656491926566,3.242684804246848,2.965440831674408,3.0062795841627956,3.916517142225172,3.8552966157929665,3.1585299712453,3.6322946250829458,3.2947538155275375,3.269720858217209
Bosnia and Herzegovina,28.13482325972507,26.863981253044592,26.111505927504187,28.327368647235613,29.026803117662027,30.93521921454182,28.149032559411957,30.49405086168336,31.36662110642727,28.214301265685457,27.47755948664022,27.628434164624274,28.344089077779866,34.31958702298338,29.872477180792483,27.022384378882307,25.2238248275179,30.57158426997796,28.72316140719298,27.623696002796503,26.215256335305895,22.400093661405492,24.760916491906986,23.7347735190542
Botswana,15.84681023811459,14.104143403221187,13.195295201750804,15.551278670708081,13.947221616312829,15.99071103313485,13.798031849321042,15.860914126492604,12.961985150657254,14.934879546962282,15.328048253555423,14.844935568167362,18.182203784420697,12.964031956554948,14.741923342225519,14.422131563236304,11.947619773251356,15.320186952952822,14.286957557075459,13.418368623359207,14.384392479498961,13.14390332267661,11.756926272009014,12.846438421567973
Bouvet Island,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,9.367838090967675,8.638702750839375,9.250459091728738,10.848669844110175,11.603063575682942,11.725778219984075,11.721947125036223,11.567376094597135,11.354200603112503,12.268281493078984,11.65500338956213,11.702435899341761,11.52592837124224,11.294809630761748,10.945703323537135,10.936792931164232,10.838158407122966,11.823632771026588,11.152420428722127,10.929346139321861,10.95954190579752,10.859015822517694,10.643689892989618,11.06979685587494
British Indian Ocean Territory,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,2.285267665304888,2.9027371765773937,2.2101864124678468,2.28664154940233,1.8749977303676806,1.9618801634135268,1.7167849901649268,2.5205731578151007,2.457018913602663,2.2828085943410503,1.781936450295052,1.9832549553638978,3.394159782115297,1.8318934785898018,2.213284309275231,1.7415899530942653,1.7931060674837345,1.9503812982296866,2.0520807989105765,2.3232125888939326,1.8351330004539266,1.870167952791648,1.9705701316386746,2.085907701619004
Brunei,14.904727556155429,5.355992147511222,5.217872217023643,5.684977813808479,9.606697556284795,7.694989348903195,8.551754434004167,7.892794748621179,10.679898103069846,6.519010202629569,5.638443710893872,11.469662140309874,7.150741523322453,8.326539018805438,8.369966925541503,7.473852376660729,8.051035312482483,11.299814921022332,8.497037291775372,5.576546910103882,7.165007912859365,10.604786158748775,6.055342042509519,6.155841609134933
Bulgaria,25.680060799196628,23.029020809285,24.564429843754652,25.089304258315455,25.455621290796362,26.57787637236377,22.957713802988156,25.102138690773852,27.60941976550906,24.84279022209162,22.8258140341703,20.709329205914077,18.5129562550055,28.67568475236207,23.172761709723968,20.449953574125644,19.787256903721158,19.117094033545563,18.219556006209206,19.70074340546652,18.86475438379822,17.530478140373518,18.034657795188185,19.008208744776127
Burkina Faso,7.226553473315262,7.154397491257507,7.376497841799758,6.998919260230452,7.0082137772733235,8.100486982296518,8.505226022310366,8.994798780715273,8.363739049328439,8.638750450809852,8.268307812990523,9.231029736997591,10.007445449843054,9.059706275820787,8.527246813602243,8.044994911377744,8.984744775742781,8.349221952629545,8.06031945398332,8.49465575726717,8.686683088900196,8.418657356849355,7.66490809517116,8.522829451371956
Burundi,27.453362878765354,20.296945171796487,31.360048467294806,37.110026192841914,33.09518426148863,29.290946446559452,35.04841299199594,34.744865412281186,29.639009698850117,38.6817143911802,36.591741889334955,33.91319900482557,36.01229039110048,36.96312705741971,36.72286979316591,38.04965976588013,33.58196726981159,35.32827981087831,33.830623567872514,28.941621606962627,29.161013447172728,33.57042166178904,33.1113581551339,31.912485344228475
Cabo Verde,2.9090036715952046,2.9245151058628256,2.630980451236344,2.4101748112330967,2.1502350181775536,2.4819284444885477,2.241312464479346,2.503157571875761,2.473303389234197,2.3258628068307905,2.316364886198591,2.146583359644929,2.4517639894994185,2.0585625930302838,2.02028228883817,2.1428384047054156,1.856665036851269,2.3991872333131856,2.076455584523369,2.2006074821156325,2.2612150905269237,2.1662255279609566,1.9835440907163675,2.5663922021452215
Cambodia,14.029016641124365,13.49563657276862,16.654666051624144,16.86876755757453,16.975877605420315,18.848540553002934,20.28452625008462,20.089712999298335,18.251292283041273,20.848970080501463,19.850468014676615,17.345078686458333,19.160536928884717,18.402376284502992,16.19395022930838,19.89642703903911,17.397713400976066,16.395306590584543,16.887035415453457,16.50998988290123,18.655897409496625,17.09146262781292,21.258957100552806,19.837284017429393
Cameroon,31.00737486899141,28.646942226849507,30.15351983976331,31.55421726013939,30.102845955603637,29.43914979898657,30.741422515758313,30.43269617649894,28.224800890049814,29.506109536935092,32.27212493040469,30.3806367855661,31.49560279456517,30.186075029985574,29.745976084767904,30.844837559152946,28.735592653410176,28.094020507311175,30.70903417469823,30.97008971064805,30.427302448921612,29.58232347715184,31.516540747792217,30.97876736872311
Canada,9.145704396682891,8.317522750406107,8.204473007509595,8.248544120291553,8.329153538931818,8.655385898231128,8.033342807757407,8.797828595156798,7.831447273423466,7.5786189627941,7.4477551171535,6.983059969273181,6.82598801158943,7.086098667039892,6.623975729917347,6.890475521692564,7.083080420419018,7.072341909915293,5.787619245124614,6.495204934766594,6.456440342688909,6.088474761773917,5.828292330394325,8.009540680028062
Cayman Islands,8.14443639193981,7.470124881086224,6.83042013318343,6.136149788117271,7.375413646977428,7.643342385194154,6.339946553662545,6.864326385886017,6.725535760615757,6.806234714174523,6.147676381561878,6.498388826429127,6.376020582893712,7.7054065553922,6.323465709590936,6.411954856006226,6.941638848049814,7.430466142004669,6.253688316180922,6.2928487416760355,7.008733027760962,7.714634437429732,6.79434143388394,7.438066591714953
Central African Republic,28.777657601757827,27.66119720105743,28.29910781481432,23.671246072836556,23.685883135473983,24.99391557098992,25.74360945610547,24.72086383510584,22.616234256133346,25.119961910777217,25.76523716064044,26.62585162920757,26.352984293940864,28.300576105054496,26.38247876292313,28.076947066877793,25.945865784787735,25.599472557300633,25.827408200006232,25.329503440854957,27.63737170833649,26.862818641405312,27.24464344728964,25.572176923624358
Chad,11.185087061587895,10.620560575252924,10.53487375173028,9.341176261683378,9.590026416487675,10.436887465865647,10.94765810098555,10.329615260012428,10.358444145484523,10.565482000197335,10.361157342176913,10.067603970191303,11.384333987418776,10.992692351944651,10.85504107754379,9.97681145206854,10.356596241035165,10.417794422392662,10.654925741839582,11.03056551899749,11.379733170153857,11.165908792382092,11.498359677815458,11.141409998007147
Chile,14.49283811923772,16.166557882632798,15.190006729717572,15.56113599278486,15.435544643944393,15.393856995030696,15.933030627082013,15.287878324615601,16.105565233999886,16.970185722523013,17.8943224776348,16.279735848437618,16.487143139530293,17.757098323492404,16.890685949108143,17.169589493900546,17.54265705630599,18.362561461287857,19.637867719875153,18.445873539359926,16.986849364532947,16.44255833913929,15.909191865065356,18.862953210586276
China,32.77004132045646,31.885468448245362,35.765463073026474,37.04133595677703,39.63101588262356,45.42791734643262,44.18819394032806,47.22059254571373,50.294612195681395,50.605755840678114,50.11518021504763,47.99976297804394,46.72413901018833,52.48377510956857,49.01739741254439,52.285255031473014,50.2059425751231,46.84838770309427,43.409861629348626,40.91298321797795,35.82644240926814,35.08662280741626,31.912841096119273,30.199905617582203
Christmas Island,2.93,3.56,2.76,3.0,2.95,2.59,2.95,2.99,3.3800000000000003,3.57,2.6,3.31,2.6199999999999997,3.09,3.77,3.05,4.39,4.33,4.51,2.79,3.1300000000000003,3.1099999999999994,2.79,2.18
Clipperton Island,,,,,,,,,,,,,,,,,,,,,,,,
Cocos Islands,1.38,1.76,1.97,1.58,1.87,1.68,2.18,1.72,2.1,2.19,1.63,1.99,1.81,2.19,2.37,1.91,2.16,2.48,1.98,1.99,2.01,2.16,1.72,1.81
Colombia,10.982969179870404,9.383717679055865,12.395633561773733,16.277256009985756,15.000177927942854,16.906984399466168,15.182256703707479,15.587645035551692,15.189528954766786,15.334413461379524,14.825616183395828,15.343989522745808,16.74974613338478,16.15650984549829,16.249977296035233,15.968714522073046,16.554402801421986,15.81309255453531,16.31842979033114,15.56663078165649,14.739657808735311,15.662600026886457,15.602910091349278,13.61523568631497
Comoros,6.573694610748406,6.417257493710826,6.464122099016557,6.772963122741102,5.772535634472952,6.411926167729702,5.851943649501758,6.527176480620816,7.772668365517017,8.06184268411667,6.622779677001061,7.719520430096741,7.435593953865178,7.707717750896036,7.114614485541797,7.707116523409773,5.956926669358743,6.498660512514391,7.0803543507540745,7.413031958786158,6.982227696945832,7.032336537906853,6.886577723657577,6.401460141810529
Cook Islands,0.743073489558425,0.8756049736967958,1.0064753706360592,0.9908895265423242,1.1856336681013868,1.1546548700781127,1.0848684839789575,1.2265646421170093,1.1347329826239438,0.9756320739677984,0.9565056591742389,0.9994739359158297,0.9511844412561774,0.8950231149370318,1.0138785270205641,1.0049577554599076,1.0837780966044956,1.1796620436792602,1.0281874701099951,1.0542388012115416,1.12264147935597,1.2111413996492906,1.1966443487964291,0.9558775705404113
Costa Rica,12.236954024256066,9.546438924866385,9.662104502872008,11.121985763803428,10.19861247733203,12.280268172484039,10.943674704333182,12.853302318237098,12.532073359606153,12.975622194866357,12.67843349919263,12.351491180010848,14.966584928931248,14.340883816061112,12.98273435180687,13.069281175324525,12.364238439214127,11.928098088405417,13.056995834227104,13.610965380735013,11.851925774565775,12.234621277315012,12.743344007195196,12.509386263352654
Croatia,20.53811709216683,18.968121849012,18.334019097781013,20.43191068462647,20.66823310807634,21.535622880304707,19.47559381123112,21.522022449994658,21.802881430631434,17.59728344359908,17.3828746967903,17.848348198173113,18.22259960744576,22.27700443401619,18.325087030014416,17.799645365499536,15.226002424954315,18.4304828137571,17.52577043894373,17.31873352915237,16.65832788092312,13.596283775589741,14.204534085941944,14.855552870537867
Cuba,8.270669681523302,7.602221090078704,7.630837015990268,7.774870473143697,7.909983176504553,7.69072083288845,7.234866168262152,7.57825204718481,7.036164129099033,6.560985551402492,5.695985446651904,6.279604334064688,7.030379664823854,7.263524554915679,6.190758622121817,6.308793868672535,6.416332974179716,6.317242197321804,6.1620590041674195,6.315573864140695,6.106905853297356,6.46585081550169,6.584256607143218,6.838807647968932
Curaçao,3.69,4.59,3.3,3.52,3.23,4.45,4.21,4.86,4.01,4.31,4.62,3.65,7.14,4.55,4.3,3.7300000000000004,3.25,3.18,4.32,4.34,3.49,4.15,3.7799999999999994,3.5900000000000003
Cyprus,11.992632189384423,12.026684786008884,14.752483240210022,13.705778987338116,11.860675553085098,12.180660345350331,11.570600103951604,12.624675969372777,12.827316809359495,13.084368169152361,12.892821431837103,13.317825943625506,11.568290224699092,17.08231359696615,18.60478014957481,12.482662797356934,12.106789254965374,12.46251512351472,11.511213863582768,11.962446436048106,10.660316956143012,10.411297036898008,11.531785031931431,12.34828636260822
Czechia,20.36927575005063,19.46574464839099,18.80067911988532,20.608201507752714,22.04237523851868,21.94771335686876,19.705173890704312,21.735001151686816,21.777478563079526,16.053264713277596,15.8524897807052,17.940981507000174,20.75201715962006,19.30263409308561,17.10719803513919,18.04812768402083,17.15598626266844,15.336209788880447,15.562650648992092,15.608088703133419,15.879487716445459,11.935663609226827,11.94886601377337,13.233759368134285
Côte d'Ivoire,11.170063950504677,10.144933201028675,11.69069907821248,12.480188578420151,11.881514538215203,12.9244127137466,13.141639140417336,13.440759367066143,12.695003367018996,12.529575868816256,12.882664804830394,13.35992303425981,12.832853736094705,12.780297546911669,10.944726034363734,10.814164742511258,10.911034310523577,11.311324883048945,11.098048455003264,10.958220911873601,11.13436985425179,11.278067307881173,10.64359266141281,10.761678735389378
Democratic Republic of the Congo,34.81940141189855,26.594683736702464,32.85791675021434,35.88043357547802,36.0322987140799,33.52606472500669,36.10781716265042,35.90508535997312,30.61441584892803,34.1351610105733,35.57281970777315,34.99971923979534,38.347571321462866,36.3267537207056,38.0253846916447,39.90015171074392,34.68351522035772,37.60683613867972,34.98664630647857,30.868979832713265,32.55461522901813,35.20584758348872,34.42220967416743,34.643664740519824
Denmark,11.886037633042585,11.923010259012663,11.874009073424096,10.668441588819682,11.248917561776265,12.68443320144422,9.229395787661398,9.6733429202022,10.484738458610755,9.347398339831258,9.179801023488029,10.242697188131428,10.572472886427235,12.108996710758792,8.674102362248156,8.346419862107672,10.14086589162707,8.375580407485307,7.801165057095448,7.738286074695183,9.115320446765901,8.134490641641637,6.876712258447965,8.086200345506501
Djibouti,13.595224473665926,15.86990519906893,16.464920517909253,14.254019366227768,15.895027152671622,16.133877935658695,16.117300833362286,16.596468459039745,17.534429099065452,18.05072768291412,16.655118946289605,17.257536098613812,19.002198932132433,20.270245416290297,18.539355479606726,17.59804596303502,17.70291931932671,18.544979763062813,17.719329694882575,19.22696061614091,19.90201336897235,19.60761210655225,16.80902760648277,17.43836918948027
Dominica,2.3176738455257286,3.264322479987169,2.502476925095872,2.9082498067978015,2.116677797057494,2.6923213426459225,2.7519992417725025,3.2512261413511037,3.0005071375453842,2.4777207973053765,2.550399381752964,2.8621290153249443,3.902786631865968,2.8524369723392775,2.5768220060949827,2.1621482626383397,2.2337473935929784,2.091012525335005,2.432209649903035,2.514417550050305,2.1643675361980725,2.356317347370263,2.3837476852189385,2.4816632886659566
Dominican Republic,6.53339643365236,6.617533511252183,6.170337032225862,7.781213632814128,7.329005771837358,8.08086940419091,6.4908578498801885,8.446053810211305,7.629633835564884,7.3308608346092585,6.688100623070502,6.673071172255903,8.540236670117356,7.247664868770209,6.8400414386375115,6.901009467089588,7.434924562705851,7.293291614867578,7.855261217923304,8.439987071555342,7.81293850043147,7.968114964584475,7.204273043737059,7.865722098837171
Ecuador,10.524173366458667,10.047904938733959,12.935639735630305,15.219864074779325,15.32205840654958,15.803388802441852,16.742060647139603,17.667197695878734,16.616640083762785,16.841074672658767,17.149310907506358,16.991470897238212,18.59724868790978,16.991470356284875,17.103524082972747,17.108835988576097,16.729742515005153,16.834715422796346,17.204241616249,16.548445910820647,16.26976144544137,15.90568636955845,16.3161325992075,16.011143155123495
Egypt,17.345941668717337,18.22705207441974,20.572580421510565,17.795387211072523,15.805783515357112,15.750622554025345,15.60522516456778,16.110101768226272,18.023152312702248,17.32691480293303,16.74829402610844,16.847850429290176,15.300403431817758,18.59774869607707,20.077313110215673,16.467438936631197,16.659712454434054,18.19835750018577,17.134687884836037,19.079424543394612,17.34615062242263,17.02370189683379,17.778512627165693,18.23729122218412
El Salvador,27.92143998617244,20.507488662955776,24.555047413522612,22.670101804043636,22.222279640563546,26.534127877510738,22.320899433005167,28.37305224330158,23.580923073080243,26.439174833095553,26.311305998507155,26.795846374666823,28.44630860813584,29.549948438054354,26.80498861862678,28.560102849436994,25.42533845380772,24.3130682541638,25.95763587068392,26.54096166783104,25.451686282696873,26.646571126759802,27.73222479287566,25.844030234996097
Equatorial Guinea,23.690576532983734,19.85843145223765,25.626961361063106,25.997478004886478,24.847193290030393,24.588533353197064,26.406845813717897,22.7002887432215,21.51692362791252,25.604550980275313,28.199098551933734,26.175920314641555,28.03641321732912,26.647241761516,25.336321780585184,27.757182587450092,24.585451427209343,26.499795816697453,28.300819724688633,26.267015314939513,26.533846671831235,26.830175221977235,28.74701414695191,29.055011691794295
Eritrea,10.913427236440317,11.150755466821256,11.825396911781302,10.69047736155557,11.87160374710045,11.894250610299284,10.66082489170175,11.348787061277317,12.13159029185127,12.646261906400678,12.810241984221333,12.388387016070569,12.299118148126672,14.369569726067159,12.892774634678734,11.849686783942472,12.417488464641243,13.353956309782513,12.703834483186853,14.750701601471977,13.796367570598989,12.715400942935187,11.563875964318866,12.946910368591036
Estonia,9.235880866258961,9.651367104169523,7.924547735621148,8.31263514641171,8.981564657943048,8.871037663361298,8.283462383732363,8.426728560404642,9.787973427608781,9.157861485152278,8.521092201124631,8.620686212463461,9.283748357918425,7.691944059341316,8.060767891046751,7.740996733187151,8.46843384662669,6.795072540760803,6.297504275608624,5.694633917019318,7.3805397594422795,5.786570350492499,5.489806412008388,6.679784154057408
Ethiopia,7.1373493907490175,7.021426258468034,12.041858858959232,14.063927790626408,13.998679455345648,13.917131464014355,13.767527694088736,14.4825657984149,15.261512128006693,16.796751151607154,15.539565556692231,15.665826010287528,16.769542255773114,17.899679510777034,15.952816807442357,16.752219782005497,16.285448287862636,17.587786522627844,16.626510920925348,16.742105936782856,16.351022480316473,16.11761751988395,16.92980927582968,16.955740175984882
Falkland Islands,1.4,1.6399999999999997,1.36,1.43,1.7,1.5300000000000002,1.44,1.7199999999999998,1.7899999999999998,1.8899999999999997,2.13,1.7100000000000002,1.7,1.95,1.5300000000000002,1.6399999999999997,1.91,1.75,1.69,1.7199999999999998,1.76,1.83,1.9,2.0
